INBOUND-DATASET,INBOUND-DATASET,INBOUND-DATASET,INBOUND-DATASET,INBOUND_OUTBOUND_METADATA,OUTBOUND,OUTBOUND,OUTBOUND,METADATA
inbound_16,inbound_16__C11,inbound_16,C11,232022625,stlouismo__1__F08,St_Louis,USA,Taipei
inbound_16,inbound_16__C12,inbound_16,C12,232032858,stlouismo__1__G08,St_Louis,USA,Taipei
inbound_16,inbound_16__D06,inbound_16,D06,232023560,stlouismo__1__E03,St_Louis,USA,Taipei
inbound_16,inbound_16__D07,inbound_16,D07,232023570,stlouismo__1__D04,St_Louis,USA,Taipei
inbound_16,inbound_16__D08,inbound_16,D08,232022643,stlouismo__1__D05,St_Louis,USA,Taipei
inbound_16,inbound_16__D09,inbound_16,D09,232022682,stlouismo__1__D06,St_Louis,USA,Taipei
inbound_16,inbound_16__D10,inbound_16,D10,232023238,stlouismo__1__H07,St_Louis,USA,Taipei
inbound_16,inbound_16__D11,inbound_16,D11,232027249,stlouismo__1__D08,St_Louis,USA,Taipei
inbound_16,inbound_16__D12,inbound_16,D12,232023602,stlouismo__1__B09,St_Louis,USA,Taipei
inbound_16,inbound_16__E06,inbound_16,E06,232021663,stlouismo__1__D03,St_Louis,USA,Taipei
inbound_16,inbound_16__E07,inbound_16,E07,232023633,stlouismo__1__C04,St_Louis,USA,Taipei
inbound_16,inbound_16__E08,inbound_16,E08,232032795,stlouismo__1__C05,St_Louis,USA,Taipei
inbound_16,inbound_16__E09,inbound_16,E09,232023038,stlouismo__1__C06,St_Louis,USA,Taipei
inbound_16,inbound_16__E10,inbound_16,E10,232023256,stlouismo__1__D07,St_Louis,USA,Taipei
inbound_16,inbound_16__E11,inbound_16,E11,232023053,stlouismo__1__C08,St_Louis,USA,Taipei
inbound_16,inbound_16__E12,inbound_16,E12,232023586,stlouismo__1__C09,St_Louis,USA,Taipei
inbound_16,inbound_16__F06,inbound_16,F06,232027274,stlouismo__1__C03,St_Louis,USA,Taipei
inbound_16,inbound_16__F07,inbound_16,F07,232027257,stlouismo__1__B04,St_Louis,USA,Taipei
inbound_16,inbound_16__F08,inbound_16,F08,232022670,stlouismo__1__B05,St_Louis,USA,Taipei
inbound_16,inbound_16__F09,inbound_16,F09,232023249,stlouismo__1__B06,St_Louis,USA,Taipei
inbound_16,inbound_16__F10,inbound_16,F10,232032854,stlouismo__1__F07,St_Louis,USA,Taipei
inbound_16,inbound_16__F11,inbound_16,F11,232022639,stlouismo__1__B08,St_Louis,USA,Taipei
inbound_16,inbound_16__F12,inbound_16,F12,232023647,stlouismo__1__D09,St_Louis,USA,Taipei
inbound_16,inbound_16__G06,inbound_16,G06,232021849,stlouismo__1__D10,St_Louis,USA,Taipei
inbound_16,inbound_16__G07,inbound_16,G07,232023624,stlouismo__1__A04,St_Louis,USA,Taipei
inbound_16,inbound_16__G08,inbound_16,G08,232022644,stlouismo__1__A05,St_Louis,USA,Taipei
inbound_16,inbound_16__G09,inbound_16,G09,232023651,stlouismo__1__A06,St_Louis,USA,Taipei
inbound_16,inbound_16__G10,inbound_16,G10,232023200,stlouismo__1__E07,St_Louis,USA,Taipei
inbound_16,inbound_16__G11,inbound_16,G11,232023001,stlouismo__1__A08,St_Louis,USA,Taipei
inbound_16,inbound_16__G12,inbound_16,G12,232021922,stlouismo__1__G09,St_Louis,USA,Taipei
inbound_16,inbound_16__H07,inbound_16,H07,232027258,stlouismo__1__H03,St_Louis,USA,Taipei
inbound_16,inbound_16__H08,inbound_16,H08,232023583,stlouismo__1__H04,St_Louis,USA,Taipei
inbound_16,inbound_16__H09,inbound_16,H09,232023239,stlouismo__1__H05,St_Louis,USA,Taipei
inbound_16,inbound_16__H10,inbound_16,H10,232023264,stlouismo__1__H06,St_Louis,USA,Taipei
inbound_16,inbound_16__H11,inbound_16,H11,232023192,stlouismo__1__B07,St_Louis,USA,Taipei
inbound_16,inbound_16__H12,inbound_16,H12,232027280,stlouismo__1__F09,St_Louis,USA,Taipei
inbound_14,inbound_14__A01,inbound_14,A01,232021336,taipei_taiwan_2__A01,Taipei,Taiwan,Taipei
inbound_14,inbound_14__A02,inbound_14,A02,232025339,taipei_taiwan_2__D01,Taipei,Taiwan,Taipei
inbound_14,inbound_14__A03,inbound_14,A03,232025335,taipei_taiwan_2__D02,Taipei,Taiwan,Taipei
inbound_14,inbound_14__A06,inbound_14,A06,232033785,taipei_taiwan_2__C07,Taipei,Taiwan,Taipei
inbound_14,inbound_14__B02,inbound_14,B02,232022775,taipei_taiwan_2__E01,Taipei,Taiwan,Taipei
inbound_14,inbound_14__B03,inbound_14,B03,235197177,taipei_taiwan_2__E02,Taipei,Taiwan,Taipei
inbound_14,inbound_14__C02,inbound_14,C02,232022761,taipei_taiwan_2__F01,Taipei,Taiwan,Taipei
inbound_14,inbound_14__C03,inbound_14,C03,232021334,taipei_taiwan_2__F02,Taipei,Taiwan,Taipei
inbound_14,inbound_14__D02,inbound_14,D02,232022725,taipei_taiwan_2__G01,Taipei,Taiwan,Taipei
inbound_14,inbound_14__E01,inbound_14,E01,232033760,taipei_taiwan_2__B07,Taipei,Taiwan,Taipei
inbound_14,inbound_14__E02,inbound_14,E02,232022039,taipei_taiwan_2__H01,Taipei,Taiwan,Taipei
inbound_14,inbound_14__F01,inbound_14,F01,232021345,taipei_taiwan_2__C08,Taipei,Taiwan,Taipei
inbound_14,inbound_14__F02,inbound_14,F02,235165038,taipei_taiwan_2__A02,Taipei,Taiwan,Taipei
inbound_14,inbound_14__G02,inbound_14,G02,232022757,taipei_taiwan_2__B02,Taipei,Taiwan,Taipei
inbound_14,inbound_14__H01,inbound_14,H01,232028256,taipei_taiwan_2__D07,Taipei,Taiwan,Taipei
inbound_14,inbound_14__H02,inbound_14,H02,235196344,taipei_taiwan_2__C02,Taipei,Taiwan,Taipei
inbound_15,inbound_15__D01,inbound_15,D01,232022719,taipei_taiwan_2__G02,Taipei,Taiwan,Taipei
inbound_15,inbound_15__E01,inbound_15,E01,232025380,taipei_taiwan_2__H02,Taipei,Taiwan,Taipei
inbound_15,inbound_15__F01,inbound_15,F01,232025370,taipei_taiwan_2__A03,Taipei,Taiwan,Taipei
inbound_15,inbound_15__G01,inbound_15,G01,235196359,taipei_taiwan_2__B03,Taipei,Taiwan,Taipei
inbound_15,inbound_15__H01,inbound_15,H01,235197164,taipei_taiwan_2__C03,Taipei,Taiwan,Taipei
inbound_16,inbound_16__A01,inbound_16,A01,232033807,taipei_taiwan_2__E06,Taipei,Taiwan,Taipei
inbound_16,inbound_16__A02,inbound_16,A02,232021320,taipei_taiwan_2__D05,Taipei,Taiwan,Taipei
inbound_16,inbound_16__A03,inbound_16,A03,232022744,taipei_taiwan_2__D04,Taipei,Taiwan,Taipei
inbound_16,inbound_16__A04,inbound_16,A04,232022739,taipei_taiwan_2__D03,Taipei,Taiwan,Taipei
inbound_16,inbound_16__B01,inbound_16,B01,235196311,taipei_taiwan_2__F06,Taipei,Taiwan,Taipei
inbound_16,inbound_16__B02,inbound_16,B02,232021318,taipei_taiwan_2__E05,Taipei,Taiwan,Taipei
inbound_16,inbound_16__B03,inbound_16,B03,232025351,taipei_taiwan_2__E04,Taipei,Taiwan,Taipei
inbound_16,inbound_16__C01,inbound_16,C01,232025568,taipei_taiwan_2__G06,Taipei,Taiwan,Taipei
inbound_16,inbound_16__C02,inbound_16,C02,232022737,taipei_taiwan_2__F05,Taipei,Taiwan,Taipei
inbound_16,inbound_16__C03,inbound_16,C03,232022756,taipei_taiwan_2__F04,Taipei,Taiwan,Taipei
inbound_16,inbound_16__C04,inbound_16,C04,232025355,taipei_taiwan_2__F03,Taipei,Taiwan,Taipei
inbound_16,inbound_16__D01,inbound_16,D01,235197870,taipei_taiwan_2__H06,Taipei,Taiwan,Taipei
inbound_16,inbound_16__D02,inbound_16,D02,235197182,taipei_taiwan_2__G05,Taipei,Taiwan,Taipei
inbound_16,inbound_16__D03,inbound_16,D03,235197226,taipei_taiwan_2__G04,Taipei,Taiwan,Taipei
inbound_16,inbound_16__D04,inbound_16,D04,235197178,taipei_taiwan_2__G03,Taipei,Taiwan,Taipei
inbound_16,inbound_16__D05,inbound_16,D05,235197215,taipei_taiwan_2__C01,Taipei,Taiwan,Taipei
inbound_16,inbound_16__E01,inbound_16,E01,232027221,taipei_taiwan_2__H07,Taipei,Taiwan,Taipei
inbound_16,inbound_16__E02,inbound_16,E02,235196317,taipei_taiwan_2__H05,Taipei,Taiwan,Taipei
inbound_16,inbound_16__E03,inbound_16,E03,232022762,taipei_taiwan_2__H04,Taipei,Taiwan,Taipei
inbound_16,inbound_16__E04,inbound_16,E04,232022700,taipei_taiwan_2__H03,Taipei,Taiwan,Taipei
inbound_16,inbound_16__E05,inbound_16,E05,232033800,taipei_taiwan_2__A07,Taipei,Taiwan,Taipei
inbound_16,inbound_16__F01,inbound_16,F01,232033824,taipei_taiwan_2__G07,Taipei,Taiwan,Taipei
inbound_16,inbound_16__F02,inbound_16,F02,232027217,taipei_taiwan_2__A06,Taipei,Taiwan,Taipei
inbound_16,inbound_16__F03,inbound_16,F03,235197199,taipei_taiwan_2__A05,Taipei,Taiwan,Taipei
inbound_16,inbound_16__F04,inbound_16,F04,235196310,taipei_taiwan_2__A04,Taipei,Taiwan,Taipei
inbound_16,inbound_16__F05,inbound_16,F05,235196349,taipei_taiwan_2__A08,Taipei,Taiwan,Taipei
inbound_16,inbound_16__G01,inbound_16,G01,232028237,taipei_taiwan_2__F07,Taipei,Taiwan,Taipei
inbound_16,inbound_16__G02,inbound_16,G02,232033821,taipei_taiwan_2__C06,Taipei,Taiwan,Taipei
inbound_16,inbound_16__G03,inbound_16,G03,232022770,taipei_taiwan_2__B05,Taipei,Taiwan,Taipei
inbound_16,inbound_16__G04,inbound_16,G04,232021287,taipei_taiwan_2__B04,Taipei,Taiwan,Taipei
inbound_16,inbound_16__G05,inbound_16,G05,235196326,taipei_taiwan_2__B08,Taipei,Taiwan,Taipei
inbound_16,inbound_16__H01,inbound_16,H01,235196337,taipei_taiwan_2__E07,Taipei,Taiwan,Taipei
inbound_16,inbound_16__H02,inbound_16,H02,235196294,taipei_taiwan_2__D06,Taipei,Taiwan,Taipei
inbound_16,inbound_16__H03,inbound_16,H03,235196360,taipei_taiwan_2__C05,Taipei,Taiwan,Taipei
inbound_16,inbound_16__H04,inbound_16,H04,232022746,taipei_taiwan_2__C04,Taipei,Taiwan,Taipei
inbound_16,inbound_16__H05,inbound_16,H05,232025352,taipei_taiwan_2__D08,Taipei,Taiwan,Taipei
inbound_16,inbound_16__H06,inbound_16,H06,235196298,taipei_taiwan_2__B01,Taipei,Taiwan,Taipei
control,negative_controls_inbound__C05,negative_controls_inbound,C05,235030376,\N,\N,\N,Tokyo
control,negative_controls_inbound__D05,negative_controls_inbound,D05,235030370,\N,\N,\N,Tokyo
control,negative_controls_inbound__E03,negative_controls_inbound,E03,235030380,\N,\N,\N,Tokyo
control,negative_controls_inbound__E05,negative_controls_inbound,E05,235030378,\N,\N,\N,Tokyo
control,negative_controls_inbound__F03,negative_controls_inbound,F03,235030355,\N,\N,\N,Tokyo
inbound_12,inbound_12__A02,inbound_12,A02,235184214,tokyo_japan_5__H02,Tokyo,Japan,Tokyo
inbound_12,inbound_12__A03,inbound_12,A03,235185381,tokyo_japan_5__C01,Tokyo,Japan,Tokyo
inbound_12,inbound_12__A04,inbound_12,A04,235186132,tokyo_japan_5__H01,Tokyo,Japan,Tokyo
inbound_12,inbound_12__A05,inbound_12,A05,235184251,tokyo_japan_4__H07,Tokyo,Japan,Tokyo
inbound_12,inbound_12__A10,inbound_12,A10,235184313,tokyo_japan_4__B11,Tokyo,Japan,Tokyo
inbound_12,inbound_12__B01,inbound_12,B01,235184951,tokyo_japan_4__A05,Tokyo,Japan,Tokyo
inbound_12,inbound_12__B01,inbound_12,B01,235184951,tokyo_japan_4__A05,Tokyo,Japan,Tokyo
inbound_12,inbound_12__B02,inbound_12,B02,235185239,tokyo_japan_4__C08,Tokyo,Japan,Tokyo
inbound_12,inbound_12__B03,inbound_12,B03,235185154,tokyo_japan_4__F05,Tokyo,Japan,Tokyo
inbound_12,inbound_12__B04,inbound_12,B04,235185418,tokyo_japan_5__G01,Tokyo,Japan,Tokyo
inbound_12,inbound_12__B05,inbound_12,B05,235185560,tokyo_japan_4__B08,Tokyo,Japan,Tokyo
inbound_12,inbound_12__B10,inbound_12,B10,235185561,tokyo_japan_4__D10,Tokyo,Japan,Tokyo
inbound_12,inbound_12__B11,inbound_12,B11,235185552,tokyo_japan_4__C10,Tokyo,Japan,Tokyo
inbound_12,inbound_12__C01,inbound_12,C01,235184886,tokyo_japan_4__A06,Tokyo,Japan,Tokyo
inbound_12,inbound_12__C02,inbound_12,C02,235185270,tokyo_japan_4__E05,Tokyo,Japan,Tokyo
inbound_12,inbound_12__C03,inbound_12,C03,235184883,tokyo_japan_4__A08,Tokyo,Japan,Tokyo
inbound_12,inbound_12__C04,inbound_12,C04,235185403,tokyo_japan_5__F01,Tokyo,Japan,Tokyo
inbound_12,inbound_12__C05,inbound_12,C05,235183578,tokyo_japan_4__D08,Tokyo,Japan,Tokyo
inbound_12,inbound_12__C10,inbound_12,C10,235184328,tokyo_japan_4__F10,Tokyo,Japan,Tokyo
inbound_12,inbound_12__C11,inbound_12,C11,235184764,tokyo_japan_4__F08,Tokyo,Japan,Tokyo
inbound_12,inbound_12__D01,inbound_12,D01,235185246,tokyo_japan_4__F06,Tokyo,Japan,Tokyo
inbound_12,inbound_12__D02,inbound_12,D02,235186144,tokyo_japan_4__G05,Tokyo,Japan,Tokyo
inbound_12,inbound_12__D03,inbound_12,D03,235184162,tokyo_japan_5__D01,Tokyo,Japan,Tokyo
inbound_12,inbound_12__D04,inbound_12,D04,235184243,tokyo_japan_4__C05,Tokyo,Japan,Tokyo
inbound_12,inbound_12__D05,inbound_12,D05,235185192,tokyo_japan_4__B06,Tokyo,Japan,Tokyo
inbound_12,inbound_12__D10,inbound_12,D10,235184290,tokyo_japan_4__E04,Tokyo,Japan,Tokyo
inbound_12,inbound_12__D11,inbound_12,D11,235183825,tokyo_japan_4__C11,Tokyo,Japan,Tokyo
inbound_12,inbound_12__E01,inbound_12,E01,235184340,tokyo_japan_4__E06,Tokyo,Japan,Tokyo
inbound_12,inbound_12__E02,inbound_12,E02,235184154,tokyo_japan_4__G06,Tokyo,Japan,Tokyo
inbound_12,inbound_12__E03,inbound_12,E03,235183779,tokyo_japan_5__A02,Tokyo,Japan,Tokyo
inbound_12,inbound_12__E05,inbound_12,E05,235184324,tokyo_japan_4__H05,Tokyo,Japan,Tokyo
inbound_12,inbound_12__E10,inbound_12,E10,235185546,tokyo_japan_4__A07,Tokyo,Japan,Tokyo
inbound_12,inbound_12__F01,inbound_12,F01,235184915,tokyo_japan_4__E07,Tokyo,Japan,Tokyo
inbound_12,inbound_12__F02,inbound_12,F02,235184287,tokyo_japan_4__B07,Tokyo,Japan,Tokyo
inbound_12,inbound_12__F03,inbound_12,F03,235185430,tokyo_japan_5__B01,Tokyo,Japan,Tokyo
inbound_12,inbound_12__F04,inbound_12,F04,235183823,tokyo_japan_3__C10,Tokyo,Japan,Tokyo
inbound_12,inbound_12__F05,inbound_12,F05,235185549,tokyo_japan_4__G07,Tokyo,Japan,Tokyo
inbound_12,inbound_12__F09,inbound_12,F09,235184323,tokyo_japan_4__B05,Tokyo,Japan,Tokyo
inbound_12,inbound_12__F10,inbound_12,F10,235184877,tokyo_japan_4__E11,Tokyo,Japan,Tokyo
inbound_12,inbound_12__F11,inbound_12,F11,235183861,tokyo_japan_4__A04,Tokyo,Japan,Tokyo
inbound_12,inbound_12__G01,inbound_12,G01,235183557,tokyo_japan_5__F02,Tokyo,Japan,Tokyo
inbound_12,inbound_12__G02,inbound_12,G02,235184223,tokyo_japan_4__D07,Tokyo,Japan,Tokyo
inbound_12,inbound_12__G03,inbound_12,G03,235183551,tokyo_japan_5__A01,Tokyo,Japan,Tokyo
inbound_12,inbound_12__G04,inbound_12,G04,235185558,tokyo_japan_3__B10,Tokyo,Japan,Tokyo
inbound_12,inbound_12__G05,inbound_12,G05,235185167,tokyo_japan_5__E01,Tokyo,Japan,Tokyo
inbound_12,inbound_12__G09,inbound_12,G09,235184305,tokyo_japan_4__F07,Tokyo,Japan,Tokyo
inbound_12,inbound_12__G10,inbound_12,G10,235185202,tokyo_japan_4__G10,Tokyo,Japan,Tokyo
inbound_12,inbound_12__G11,inbound_12,G11,235183585,tokyo_japan_4__F11,Tokyo,Japan,Tokyo
inbound_12,inbound_12__H01,inbound_12,H01,235185178,tokyo_japan_5__G02,Tokyo,Japan,Tokyo
inbound_12,inbound_12__H02,inbound_12,H02,235184902,tokyo_japan_4__C07,Tokyo,Japan,Tokyo
inbound_12,inbound_12__H03,inbound_12,H03,235185378,tokyo_japan_5__E02,Tokyo,Japan,Tokyo
inbound_12,inbound_12__H04,inbound_12,H04,235184308,tokyo_japan_3__A10,Tokyo,Japan,Tokyo
inbound_12,inbound_12__H09,inbound_12,H09,235184918,tokyo_japan_4__E08,Tokyo,Japan,Tokyo
inbound_12,inbound_12__H10,inbound_12,H10,235185582,tokyo_japan_4__H10,Tokyo,Japan,Tokyo
inbound_12,inbound_12__H11,inbound_12,H11,235183890,tokyo_japan_4__B10,Tokyo,Japan,Tokyo
inbound_14,inbound_14__D12,inbound_14,D12,235183883,tokyo_japan_2__G09,Tokyo,Japan,Tokyo
inbound_14,inbound_14__E12,inbound_14,E12,235184198,tokyo_japan_4__B04,Tokyo,Japan,Tokyo
inbound_14,inbound_14__F12,inbound_14,F12,235185269,tokyo_japan_3__G11,Tokyo,Japan,Tokyo
inbound_14,inbound_14__G12,inbound_14,G12,235184921,tokyo_japan_4__G11,Tokyo,Japan,Tokyo
inbound_14,inbound_14__H12,inbound_14,H12,235184351,tokyo_japan_4__G08,Tokyo,Japan,Tokyo
inbound_15,inbound_15__A02,inbound_15,A02,235183853,tokyo_japan_3__H02,Tokyo,Japan,Tokyo
inbound_15,inbound_15__A03,inbound_15,A03,235185612,tokyo_japan_3__H03,Tokyo,Japan,Tokyo
inbound_15,inbound_15__A04,inbound_15,A04,235184365,tokyo_japan_3__H04,Tokyo,Japan,Tokyo
inbound_15,inbound_15__A09,inbound_15,A09,235184300,tokyo_japan_4__A11,Tokyo,Japan,Tokyo
inbound_15,inbound_15__A10,inbound_15,A10,235185548,tokyo_japan_4__C02,Tokyo,Japan,Tokyo
inbound_15,inbound_15__A11,inbound_15,A11,235184860,tokyo_japan_3__G12,Tokyo,Japan,Tokyo
inbound_15,inbound_15__A12,inbound_15,A12,235183835,tokyo_japan_3__H10,Tokyo,Japan,Tokyo
inbound_15,inbound_15__B02,inbound_15,B02,235184329,tokyo_japan_3__A01,Tokyo,Japan,Tokyo
inbound_15,inbound_15__B03,inbound_15,B03,235183731,tokyo_japan_3__A02,Tokyo,Japan,Tokyo
inbound_15,inbound_15__B04,inbound_15,B04,235183950,tokyo_japan_3__A03,Tokyo,Japan,Tokyo
inbound_15,inbound_15__B05,inbound_15,B05,235184284,tokyo_japan_3__A04,Tokyo,Japan,Tokyo
inbound_15,inbound_15__B06,inbound_15,B06,235183871,tokyo_japan_3__A05,Tokyo,Japan,Tokyo
inbound_15,inbound_15__B07,inbound_15,B07,235184259,tokyo_japan_3__A06,Tokyo,Japan,Tokyo
inbound_15,inbound_15__B08,inbound_15,B08,235184288,tokyo_japan_3__A07,Tokyo,Japan,Tokyo
inbound_15,inbound_15__B09,inbound_15,B09,235183870,tokyo_japan_3__A08,Tokyo,Japan,Tokyo
inbound_15,inbound_15__B10,inbound_15,B10,235184152,tokyo_japan_4__C03,Tokyo,Japan,Tokyo
inbound_15,inbound_15__B11,inbound_15,B11,235183724,tokyo_japan_3__F12,Tokyo,Japan,Tokyo
inbound_15,inbound_15__B12,inbound_15,B12,235184265,tokyo_japan_4__A01,Tokyo,Japan,Tokyo
inbound_15,inbound_15__C02,inbound_15,C02,235185413,tokyo_japan_3__B01,Tokyo,Japan,Tokyo
inbound_15,inbound_15__C03,inbound_15,C03,235185565,tokyo_japan_3__B02,Tokyo,Japan,Tokyo
inbound_15,inbound_15__C04,inbound_15,C04,235184306,tokyo_japan_3__B03,Tokyo,Japan,Tokyo
inbound_15,inbound_15__C05,inbound_15,C05,235183878,tokyo_japan_3__B04,Tokyo,Japan,Tokyo
inbound_15,inbound_15__C06,inbound_15,C06,235183873,tokyo_japan_3__B05,Tokyo,Japan,Tokyo
inbound_15,inbound_15__C07,inbound_15,C07,235183831,tokyo_japan_3__B06,Tokyo,Japan,Tokyo
inbound_15,inbound_15__C08,inbound_15,C08,235183876,tokyo_japan_3__B07,Tokyo,Japan,Tokyo
inbound_15,inbound_15__C09,inbound_15,C09,235183969,tokyo_japan_3__B08,Tokyo,Japan,Tokyo
inbound_15,inbound_15__C10,inbound_15,C10,235184939,tokyo_japan_4__F03,Tokyo,Japan,Tokyo
inbound_15,inbound_15__C11,inbound_15,C11,235183590,tokyo_japan_3__E12,Tokyo,Japan,Tokyo
inbound_15,inbound_15__C12,inbound_15,C12,235184376,tokyo_japan_3__C11,Tokyo,Japan,Tokyo
inbound_15,inbound_15__D02,inbound_15,D02,235185581,tokyo_japan_3__C01,Tokyo,Japan,Tokyo
inbound_15,inbound_15__D03,inbound_15,D03,235183945,tokyo_japan_3__C02,Tokyo,Japan,Tokyo
inbound_15,inbound_15__D04,inbound_15,D04,235183958,tokyo_japan_3__C03,Tokyo,Japan,Tokyo
inbound_15,inbound_15__D05,inbound_15,D05,235184282,tokyo_japan_3__C04,Tokyo,Japan,Tokyo
inbound_15,inbound_15__D06,inbound_15,D06,235185543,tokyo_japan_3__C05,Tokyo,Japan,Tokyo
inbound_15,inbound_15__D07,inbound_15,D07,235183877,tokyo_japan_3__C06,Tokyo,Japan,Tokyo
inbound_15,inbound_15__D08,inbound_15,D08,235183872,tokyo_japan_3__C07,Tokyo,Japan,Tokyo
inbound_15,inbound_15__D09,inbound_15,D09,235185598,tokyo_japan_3__C08,Tokyo,Japan,Tokyo
inbound_15,inbound_15__D10,inbound_15,D10,235184906,tokyo_japan_3__F11,Tokyo,Japan,Tokyo
inbound_15,inbound_15__D11,inbound_15,D11,235183897,tokyo_japan_3__D12,Tokyo,Japan,Tokyo
inbound_15,inbound_15__D12,inbound_15,D12,235184891,tokyo_japan_3__H09,Tokyo,Japan,Tokyo
inbound_15,inbound_15__E02,inbound_15,E02,235183968,tokyo_japan_3__D01,Tokyo,Japan,Tokyo
inbound_15,inbound_15__E03,inbound_15,E03,235183874,tokyo_japan_3__D02,Tokyo,Japan,Tokyo
inbound_15,inbound_15__E04,inbound_15,E04,235183821,tokyo_japan_3__D03,Tokyo,Japan,Tokyo
inbound_15,inbound_15__E05,inbound_15,E05,235183804,tokyo_japan_3__D04,Tokyo,Japan,Tokyo
inbound_15,inbound_15__E06,inbound_15,E06,235184331,tokyo_japan_3__D05,Tokyo,Japan,Tokyo
inbound_15,inbound_15__E07,inbound_15,E07,235183828,tokyo_japan_3__D06,Tokyo,Japan,Tokyo
inbound_15,inbound_15__E08,inbound_15,E08,235183944,tokyo_japan_3__D07,Tokyo,Japan,Tokyo
inbound_15,inbound_15__E09,inbound_15,E09,235184359,tokyo_japan_3__D08,Tokyo,Japan,Tokyo
inbound_15,inbound_15__E10,inbound_15,E10,235184907,tokyo_japan_3__E11,Tokyo,Japan,Tokyo
inbound_15,inbound_15__E11,inbound_15,E11,235185350,tokyo_japan_3__C12,Tokyo,Japan,Tokyo
inbound_15,inbound_15__E12,inbound_15,E12,235183843,tokyo_japan_3__H11,Tokyo,Japan,Tokyo
inbound_15,inbound_15__F02,inbound_15,F02,235185173,tokyo_japan_3__E01,Tokyo,Japan,Tokyo
inbound_15,inbound_15__F03,inbound_15,F03,235185600,tokyo_japan_3__E02,Tokyo,Japan,Tokyo
inbound_15,inbound_15__F04,inbound_15,F04,235184863,tokyo_japan_3__E03,Tokyo,Japan,Tokyo
inbound_15,inbound_15__F05,inbound_15,F05,235183946,tokyo_japan_3__E04,Tokyo,Japan,Tokyo
inbound_15,inbound_15__F06,inbound_15,F06,235183805,tokyo_japan_3__E05,Tokyo,Japan,Tokyo
inbound_15,inbound_15__F07,inbound_15,F07,235183895,tokyo_japan_3__E06,Tokyo,Japan,Tokyo
inbound_15,inbound_15__F08,inbound_15,F08,235183875,tokyo_japan_3__E07,Tokyo,Japan,Tokyo
inbound_15,inbound_15__F09,inbound_15,F09,235183847,tokyo_japan_3__E08,Tokyo,Japan,Tokyo
inbound_15,inbound_15__F10,inbound_15,F10,235184945,tokyo_japan_4__H02,Tokyo,Japan,Tokyo
inbound_15,inbound_15__F11,inbound_15,F11,235185619,tokyo_japan_3__A12,Tokyo,Japan,Tokyo
inbound_15,inbound_15__F12,inbound_15,F12,235184333,tokyo_japan_3__D11,Tokyo,Japan,Tokyo
inbound_15,inbound_15__G02,inbound_15,G02,235184373,tokyo_japan_3__F01,Tokyo,Japan,Tokyo
inbound_15,inbound_15__G03,inbound_15,G03,235183547,tokyo_japan_3__F02,Tokyo,Japan,Tokyo
inbound_15,inbound_15__G04,inbound_15,G04,235185237,tokyo_japan_3__F03,Tokyo,Japan,Tokyo
inbound_15,inbound_15__G05,inbound_15,G05,235183858,tokyo_japan_3__F04,Tokyo,Japan,Tokyo
inbound_15,inbound_15__G06,inbound_15,G06,235183808,tokyo_japan_3__F05,Tokyo,Japan,Tokyo
inbound_15,inbound_15__G07,inbound_15,G07,235183852,tokyo_japan_3__F06,Tokyo,Japan,Tokyo
inbound_15,inbound_15__G08,inbound_15,G08,235184348,tokyo_japan_3__F07,Tokyo,Japan,Tokyo
inbound_15,inbound_15__G09,inbound_15,G09,235183951,tokyo_japan_3__F08,Tokyo,Japan,Tokyo
inbound_15,inbound_15__G10,inbound_15,G10,235184377,tokyo_japan_3__B11,Tokyo,Japan,Tokyo
inbound_15,inbound_15__G10,inbound_15,G10,235184377,tokyo_japan_3__B11,Tokyo,Japan,Tokyo
inbound_15,inbound_15__G11,inbound_15,G11,235183898,tokyo_japan_3__A11,Tokyo,Japan,Tokyo
inbound_15,inbound_15__G12,inbound_15,G12,235184358,tokyo_japan_3__B12,Tokyo,Japan,Tokyo
inbound_15,inbound_15__H02,inbound_15,H02,235183807,tokyo_japan_3__G01,Tokyo,Japan,Tokyo
inbound_15,inbound_15__H03,inbound_15,H03,235185387,tokyo_japan_3__G02,Tokyo,Japan,Tokyo
inbound_15,inbound_15__H04,inbound_15,H04,235184295,tokyo_japan_3__G03,Tokyo,Japan,Tokyo
inbound_15,inbound_15__H05,inbound_15,H05,235184187,tokyo_japan_3__G04,Tokyo,Japan,Tokyo
inbound_15,inbound_15__H06,inbound_15,H06,235185586,tokyo_japan_3__G05,Tokyo,Japan,Tokyo
inbound_15,inbound_15__H07,inbound_15,H07,235183896,tokyo_japan_3__G06,Tokyo,Japan,Tokyo
inbound_15,inbound_15__H08,inbound_15,H08,235183836,tokyo_japan_3__G07,Tokyo,Japan,Tokyo
inbound_15,inbound_15__H09,inbound_15,H09,235185231,tokyo_japan_3__G08,Tokyo,Japan,Tokyo
inbound_15,inbound_15__H10,inbound_15,H10,235183855,tokyo_japan_3__H12,Tokyo,Japan,Tokyo
inbound_15,inbound_15__H11,inbound_15,H11,235185398,tokyo_japan_4__G01,Tokyo,Japan,Tokyo
inbound_15,inbound_15__H12,inbound_15,H12,235183838,tokyo_japan_3__H01,Tokyo,Japan,Tokyo
inbound_17,inbound_17__D05,inbound_17,D05,235183583,tokyo_japan_4__E10,Tokyo,Japan,Tokyo
inbound_17,inbound_17__E09,inbound_17,E09,235185574,tokyo_japan_4__D11,Tokyo,Japan,Tokyo
